date,code,name,change_percent,amount,activity,rank,turnover_rate,net_inflow,source
2025-09-23,new_cmyl,传媒娱乐,-1.2809,14714057000.0,59.1837,26,,,sina_membership+tencent_equal_weight
2025-09-23,new_dlhy,电力行业,-0.2591,18748615700.0,69.3878,8,,,sina_membership+tencent_equal_weight
2025-09-23,new_dqhy,电器行业,0.0493,56209431900.0,85.7143,4,,,sina_membership+tencent_equal_weight
2025-09-23,new_dzqj,电子器件,-1.6016,145050337100.0,100.0,34,,,sina_membership+tencent_equal_weight
2025-09-23,new_dzxx,电子信息,-2.1966,119462803900.0,97.9592,43,,,sina_membership+tencent_equal_weight
2025-09-23,new_fdc,房地产,-2.4428,30985931000.0,79.5918,46,,,sina_membership+tencent_equal_weight
2025-09-23,new_fdsb,发电设备,0.5295,60108314700.0,89.7959,1,,,sina_membership+tencent_equal_weight
2025-09-23,new_fjzz,飞机制造,-0.8425,6450761000.0,34.6939,13,,,sina_membership+tencent_equal_weight
2025-09-23,new_fzhy,纺织行业,-0.9357,5756146700.0,30.6122,15,,,sina_membership+tencent_equal_weight
2025-09-23,new_fzjx,纺织机械,-1.2167,1570347000.0,4.0816,21,,,sina_membership+tencent_equal_weight
2025-09-23,new_fzxl,服装鞋类,-1.3154,15437676300.0,61.2245,27,,,sina_membership+tencent_equal_weight
2025-09-23,new_glql,公路桥梁,-0.1882,1812876000.0,8.1633,5,,,sina_membership+tencent_equal_weight
2025-09-23,new_gsgq,供水供气,0.3368,2821108100.0,14.2857,2,,,sina_membership+tencent_equal_weight
2025-09-23,new_gthy,钢铁行业,-1.9892,13275208400.0,55.102,40,,,sina_membership+tencent_equal_weight
2025-09-23,new_hbhy,环保行业,-0.2155,11154263100.0,46.9388,7,,,sina_membership+tencent_equal_weight
2025-09-23,new_hghy,化工行业,-1.5642,32067640900.0,81.6327,33,,,sina_membership+tencent_equal_weight
2025-09-23,new_hqhy,化纤行业,-2.1534,7569709700.0,38.7755,42,,,sina_membership+tencent_equal_weight
2025-09-23,new_jdhy,家电行业,-1.1414,16610979800.0,63.2653,20,,,sina_membership+tencent_equal_weight
2025-09-23,new_jdly,酒店旅游,-4.2545,17154204900.0,65.3061,49,,,sina_membership+tencent_equal_weight
2025-09-23,new_jjhy,家具行业,-1.059,2394676900.0,10.2041,16,,,sina_membership+tencent_equal_weight
2025-09-23,new_jrhy,金融行业,-0.4504,59517397200.0,87.7551,11,,,sina_membership+tencent_equal_weight
2025-09-23,new_jtys,交通运输,-0.1924,27607137000.0,77.551,6,,,sina_membership+tencent_equal_weight
2025-09-23,new_jxhy,机械行业,-0.8661,63173855100.0,91.8367,14,,,sina_membership+tencent_equal_weight
2025-09-23,new_jzjc,建筑建材,-1.1002,27097379300.0,73.4694,18,,,sina_membership+tencent_equal_weight
2025-09-23,new_kfq,开发区,-1.0899,9859274300.0,44.898,17,,,sina_membership+tencent_equal_weight
2025-09-23,new_ljhy,酿酒行业,-1.2386,14266411700.0,57.1429,23,,,sina_membership+tencent_equal_weight
2025-09-23,new_mtc,摩托车,-0.2603,2789057500.0,12.2449,9,,,sina_membership+tencent_equal_weight
2025-09-23,new_mthy,煤炭行业,0.3004,18061918900.0,67.3469,3,,,sina_membership+tencent_equal_weight
2025-09-23,new_nlmy,农林牧渔,-1.3223,13242943600.0,53.0612,28,,,sina_membership+tencent_equal_weight
2025-09-23,new_nyhf,农药化肥,-1.2379,8136830500.0,42.8571,22,,,sina_membership+tencent_equal_weight
2025-09-23,new_qczz,汽车制造,-0.2777,79363900400.0,95.9184,10,,,sina_membership+tencent_equal_weight
2025-09-23,new_qtxy,其它行业,-1.2448,5086827400.0,28.5714,24,,,sina_membership+tencent_equal_weight
2025-09-23,new_slzp,塑料制品,-1.6714,12864721900.0,51.0204,36,,,sina_membership+tencent_equal_weight
2025-09-23,new_snhy,水泥行业,-1.1153,4042203000.0,20.4082,19,,,sina_membership+tencent_equal_weight
2025-09-23,new_sphy,食品行业,-0.8087,12763787300.0,48.9796,12,,,sina_membership+tencent_equal_weight
2025-09-23,new_stock,次新股,-2.8552,1237786000.0,2.0408,48,,,sina_membership+tencent_equal_weight
2025-09-23,new_swzz,生物制药,-1.6722,27244375800.0,75.5102,37,,,sina_membership+tencent_equal_weight
2025-09-23,new_sybh,商业百货,-2.0413,21154711000.0,71.4286,41,,,sina_membership+tencent_equal_weight
2025-09-23,new_syhy,石油行业,-1.4612,4851887800.0,24.4898,31,,,sina_membership+tencent_equal_weight
2025-09-23,new_tchy,陶瓷行业,-1.4968,1812771700.0,6.1224,32,,,sina_membership+tencent_equal_weight
2025-09-23,new_wzwm,物资外贸,-2.2274,3531679800.0,18.3673,44,,,sina_membership+tencent_equal_weight
2025-09-23,new_ylqx,医疗器械,-1.8134,5780141400.0,32.6531,38,,,sina_membership+tencent_equal_weight
2025-09-23,new_yqyb,仪器仪表,-1.2505,41546573000.0,83.6735,25,,,sina_membership+tencent_equal_weight
2025-09-23,new_ysbz,印刷包装,-2.4896,5019733400.0,26.5306,47,,,sina_membership+tencent_equal_weight
2025-09-23,new_ysjs,有色金属,-1.3478,69492331700.0,93.8776,29,,,sina_membership+tencent_equal_weight
2025-09-23,new_zhhy,综合行业,-2.3406,3442181700.0,16.3265,45,,,sina_membership+tencent_equal_weight
2025-09-23,new_zzhy,造纸行业,-1.9721,7172457700.0,36.7347,39,,,sina_membership+tencent_equal_weight
2025-09-24,new_blhy,玻璃行业,1.0391,5391231300.0,32.6531,34,,,sina_membership+tencent_equal_weight
2025-09-24,new_cbzz,船舶制造,1.1085,3083759000.0,16.3265,32,,,sina_membership+tencent_equal_weight
2025-09-24,new_cmyl,传媒娱乐,1.8724,15224534500.0,65.3061,10,,,sina_membership+tencent_equal_weight
2025-09-24,new_dlhy,电力行业,0.5629,15299599100.0,67.3469,42,,,sina_membership+tencent_equal_weight
2025-09-24,new_dqhy,电器行业,1.5478,53126378300.0,87.7551,16,,,sina_membership+tencent_equal_weight
2025-09-24,new_dzqj,电子器件,2.2779,160519310200.0,100.0,4,,,sina_membership+tencent_equal_weight
2025-09-24,new_dzxx,电子信息,2.053,108678487800.0,97.9592,5,,,sina_membership+tencent_equal_weight
2025-09-24,new_fdc,房地产,1.9409,29466421000.0,81.6327,8,,,sina_membership+tencent_equal_weight
2025-09-24,new_fdsb,发电设备,0.504,59766955800.0,93.8776,44,,,sina_membership+tencent_equal_weight
2025-09-24,new_fjzz,飞机制造,1.1599,5110230400.0,30.6122,31,,,sina_membership+tencent_equal_weight
2025-09-24,new_fzhy,纺织行业,1.2832,4863447900.0,24.4898,26,,,sina_membership+tencent_equal_weight
2025-09-24,new_fzjx,纺织机械,2.3018,1577440700.0,2.0408,3,,,sina_membership+tencent_equal_weight
2025-09-24,new_fzxl,服装鞋类,1.2997,11177448100.0,51.0204,24,,,sina_membership+tencent_equal_weight
2025-09-24,new_glql,公路桥梁,0.9107,1756639200.0,4.0816,38,,,sina_membership+tencent_equal_weight
2025-09-24,new_gsgq,供水供气,1.9472,7136949700.0,40.8163,7,,,sina_membership+tencent_equal_weight
2025-09-24,new_gthy,钢铁行业,1.2715,12508793900.0,59.1837,27,,,sina_membership+tencent_equal_weight
2025-09-24,new_hbhy,环保行业,1.7662,12730235600.0,61.2245,12,,,sina_membership+tencent_equal_weight
2025-09-24,new_hghy,化工行业,1.4848,26826631700.0,79.5918,19,,,sina_membership+tencent_equal_weight
2025-09-24,new_hqhy,化纤行业,1.6041,7420186500.0,42.8571,15,,,sina_membership+tencent_equal_weight
2025-09-24,new_jdhy,家电行业,1.6132,15720752200.0,69.3878,14,,,sina_membership+tencent_equal_weight
2025-09-24,new_jdly,酒店旅游,-0.2903,11548883500.0,55.102,48,,,sina_membership+tencent_equal_weight
2025-09-24,new_jjhy,家具行业,0.6895,1919450200.0,6.1224,41,,,sina_membership+tencent_equal_weight
2025-09-24,new_jrhy,金融行业,0.3766,46996884200.0,85.7143,45,,,sina_membership+tencent_equal_weight
2025-09-24,new_jtys,交通运输,0.7418,24939302400.0,77.551,39,,,sina_membership+tencent_equal_weight
2025-09-24,new_jxhy,机械行业,0.942,54575445700.0,91.8367,37,,,sina_membership+tencent_equal_weight
2025-09-24,new_jzjc,建筑建材,1.0132,20835743100.0,73.4694,35,,,sina_membership+tencent_equal_weight
2025-09-24,new_kfq,开发区,3.2752,8935408100.0,44.898,1,,,sina_membership+tencent_equal_weight
2025-09-24,new_ljhy,酿酒行业,0.5478,11317668600.0,53.0612,43,,,sina_membership+tencent_equal_weight
2025-09-24,new_mtc,摩托车,2.4971,4167299100.0,22.449,2,,,sina_membership+tencent_equal_weight
2025-09-24,new_mthy,煤炭行业,0.2372,12857299200.0,63.2653,47,,,sina_membership+tencent_equal_weight
2025-09-24,new_nlmy,农林牧渔,1.2224,12050827000.0,57.1429,30,,,sina_membership+tencent_equal_weight
2025-09-24,new_nyhf,农药化肥,1.4428,6330517800.0,36.7347,20,,,sina_membership+tencent_equal_weight
2025-09-24,new_qczz,汽车制造,0.3557,70553513100.0,95.9184,46,,,sina_membership+tencent_equal_weight
2025-09-24,new_qtxy,其它行业,1.7382,6053869400.0,34.6939,13,,,sina_membership+tencent_equal_weight
2025-09-24,new_slzp,塑料制品,1.2595,10737486600.0,48.9796,29,,,sina_membership+tencent_equal_weight
2025-09-24,new_snhy,水泥行业,1.2844,3983456900.0,20.4082,25,,,sina_membership+tencent_equal_weight
2025-09-24,new_sphy,食品行业,0.7336,10223898600.0,46.9388,40,,,sina_membership+tencent_equal_weight
2025-09-24,new_stock,次新股,-0.553,2387956200.0,10.2041,49,,,sina_membership+tencent_equal_weight
2025-09-24,new_swzz,生物制药,1.418,21037762300.0,75.5102,21,,,sina_membership+tencent_equal_weight
2025-09-24,new_sybh,商业百货,1.0867,16349926500.0,71.4286,33,,,sina_membership+tencent_equal_weight
2025-09-24,new_syhy,石油行业,2.0391,5055746500.0,28.5714,6,,,sina_membership+tencent_equal_weight
2025-09-24,new_tchy,陶瓷行业,1.5008,2021595900.0,8.1633,17,,,sina_membership+tencent_equal_weight
2025-09-24,new_wzwm,物资外贸,1.2709,2967715100.0,14.2857,28,,,sina_membership+tencent_equal_weight
2025-09-24,new_ylqx,医疗器械,1.8854,4936791300.0,26.5306,9,,,sina_membership+tencent_equal_weight
2025-09-24,new_yqyb,仪器仪表,1.8119,36648226600.0,83.6735,11,,,sina_membership+tencent_equal_weight
2025-09-24,new_ysbz,印刷包装,1.4849,3895387300.0,18.3673,18,,,sina_membership+tencent_equal_weight
2025-09-24,new_ysjs,有色金属,1.3875,53915548200.0,89.7959,22,,,sina_membership+tencent_equal_weight
2025-09-24,new_zhhy,综合行业,0.9938,2541385500.0,12.2449,36,,,sina_membership+tencent_equal_weight
2025-09-24,new_zzhy,造纸行业,1.323,6360553100.0,38.7755,23,,,sina_membership+tencent_equal_weight
2025-09-25,new_blhy,玻璃行业,0.1915,8889206200.0,44.898,5,,,sina_membership+tencent_equal_weight
2025-09-25,new_cbzz,船舶制造,-0.8589,3101711600.0,14.2857,32,,,sina_membership+tencent_equal_weight
2025-09-25,new_cmyl,传媒娱乐,0.2022,19216531700.0,71.4286,4,,,sina_membership+tencent_equal_weight
2025-09-25,new_dlhy,电力行业,-0.5945,15061016600.0,63.2653,20,,,sina_membership+tencent_equal_weight
2025-09-25,new_dqhy,电器行业,0.1766,52403765700.0,89.7959,6,,,sina_membership+tencent_equal_weight
2025-09-25,new_dzqj,电子器件,-0.1377,155552195100.0,100.0,10,,,sina_membership+tencent_equal_weight
2025-09-25,new_dzxx,电子信息,0.6927,128231087000.0,97.9592,1,,,sina_membership+tencent_equal_weight
2025-09-25,new_fdc,房地产,-1.0527,29835711800.0,81.6327,37,,,sina_membership+tencent_equal_weight
2025-09-25,new_fdsb,发电设备,0.1734,67191270100.0,91.8367,7,,,sina_membership+tencent_equal_weight
2025-09-25,new_fjzz,飞机制造,-0.6598,5926446400.0,30.6122,22,,,sina_membership+tencent_equal_weight
2025-09-25,new_fzhy,纺织行业,-1.4436,4566422000.0,24.4898,43,,,sina_membership+tencent_equal_weight
2025-09-25,new_fzjx,纺织机械,0.5382,1497810400.0,2.0408,2,,,sina_membership+tencent_equal_weight
2025-09-25,new_fzxl,服装鞋类,-0.8628,12027584100.0,53.0612,33,,,sina_membership+tencent_equal_weight
2025-09-25,new_glql,公路桥梁,-1.0605,1703487500.0,4.0816,38,,,sina_membership+tencent_equal_weight
2025-09-25,new_gsgq,供水供气,-1.439,5982289300.0,32.6531,42,,,sina_membership+tencent_equal_weight
2025-09-25,new_gthy,钢铁行业,-0.1747,15179129200.0,65.3061,11,,,sina_membership+tencent_equal_weight
2025-09-25,new_hbhy,环保行业,-1.6527,12068818400.0,55.102,46,,,sina_membership+tencent_equal_weight
2025-09-25,new_hghy,化工行业,-0.7062,28704193700.0,79.5918,24,,,sina_membership+tencent_equal_weight
2025-09-25,new_hqhy,化纤行业,-0.7764,6857417500.0,38.7755,28,,,sina_membership+tencent_equal_weight
2025-09-25,new_jdhy,家电行业,-0.951,16727159000.0,67.3469,35,,,sina_membership+tencent_equal_weight
2025-09-25,new_jdly,酒店旅游,-0.4463,10705966700.0,46.9388,16,,,sina_membership+tencent_equal_weight
2025-09-25,new_jjhy,家具行业,-1.8591,1769202700.0,6.1224,48,,,sina_membership+tencent_equal_weight
2025-09-25,new_jrhy,金融行业,-0.3243,40992775100.0,85.7143,13,,,sina_membership+tencent_equal_weight
2025-09-25,new_jtys,交通运输,-1.524,22639225200.0,75.5102,45,,,sina_membership+tencent_equal_weight
2025-09-25,new_jxhy,机械行业,-0.8101,48971561300.0,87.7551,29,,,sina_membership+tencent_equal_weight
2025-09-25,new_jzjc,建筑建材,-0.598,20438399100.0,73.4694,21,,,sina_membership+tencent_equal_weight
2025-09-25,new_kfq,开发区,-0.0833,14364281500.0,61.2245,9,,,sina_membership+tencent_equal_weight
2025-09-25,new_ljhy,酿酒行业,-0.8701,13105910000.0,59.1837,34,,,sina_membership+tencent_equal_weight
2025-09-25,new_mtc,摩托车,-1.4752,3699425900.0,18.3673,44,,,sina_membership+tencent_equal_weight
2025-09-25,new_mthy,煤炭行业,-0.749,12979128400.0,57.1429,27,,,sina_membership+tencent_equal_weight
2025-09-25,new_nlmy,农林牧渔,-1.0988,11362005500.0,48.9796,39,,,sina_membership+tencent_equal_weight
2025-09-25,new_nyhf,农药化肥,-0.4244,7482774300.0,40.8163,15,,,sina_membership+tencent_equal_weight
2025-09-25,new_qczz,汽车制造,-0.83,67313606500.0,93.8776,31,,,sina_membership+tencent_equal_weight
2025-09-25,new_qtxy,其它行业,-0.072,6275257200.0,36.7347,8,,,sina_membership+tencent_equal_weight
2025-09-25,new_slzp,塑料制品,-1.2986,8796306300.0,42.8571,41,,,sina_membership+tencent_equal_weight
2025-09-25,new_snhy,水泥行业,-0.5366,4155231900.0,20.4082,18,,,sina_membership+tencent_equal_weight
2025-09-25,new_sphy,食品行业,-0.7353,11558200300.0,51.0204,26,,,sina_membership+tencent_equal_weight
2025-09-25,new_stock,次新股,-1.8547,1844319600.0,8.1633,47,,,sina_membership+tencent_equal_weight
2025-09-25,new_swzz,生物制药,-0.6886,23683989100.0,77.551,23,,,sina_membership+tencent_equal_weight
2025-09-25,new_sybh,商业百货,-0.7088,17964691100.0,69.3878,25,,,sina_membership+tencent_equal_weight
2025-09-25,new_syhy,石油行业,-1.0379,4360282400.0,22.449,36,,,sina_membership+tencent_equal_weight
2025-09-25,new_tchy,陶瓷行业,-2.0347,2054887400.0,10.2041,49,,,sina_membership+tencent_equal_weight
2025-09-25,new_wzwm,物资外贸,-0.8111,3128171600.0,16.3265,30,,,sina_membership+tencent_equal_weight
2025-09-25,new_ylqx,医疗器械,-0.551,4626217500.0,26.5306,19,,,sina_membership+tencent_equal_weight
2025-09-25,new_yqyb,仪器仪表,-0.2195,38789737300.0,83.6735,12,,,sina_membership+tencent_equal_weight
2025-09-25,new_ysbz,印刷包装,-0.3768,5886563200.0,28.5714,14,,,sina_membership+tencent_equal_weight
2025-09-25,new_ysjs,有色金属,0.5379,78194616900.0,95.9184,3,,,sina_membership+tencent_equal_weight
2025-09-25,new_zhhy,综合行业,-1.1799,2825198600.0,12.2449,40,,,sina_membership+tencent_equal_weight
2025-09-25,new_zzhy,造纸行业,-0.5354,6207836500.0,34.6939,17,,,sina_membership+tencent_equal_weight
2025-09-26,new_blhy,玻璃行业,-0.2314,7272610300.0,36.7347,25,,,sina_membership+tencent_equal_weight
2025-09-26,new_cbzz,船舶制造,0.8846,3965835100.0,20.4082,6,,,sina_membership+tencent_equal_weight
2025-09-26,new_cmyl,传媒娱乐,-0.8825,13137421600.0,61.2245,42,,,sina_membership+tencent_equal_weight
2025-09-26,new_dlhy,电力行业,0.481,16762614500.0,71.4286,9,,,sina_membership+tencent_equal_weight
2025-09-26,new_dqhy,电器行业,-1.2464,50472157200.0,87.7551,45,,,sina_membership+tencent_equal_weight
2025-09-26,new_dzqj,电子器件,-1.725,129762359900.0,100.0,47,,,sina_membership+tencent_equal_weight
2025-09-26,new_dzxx,电子信息,-2.2128,109614580900.0,97.9592,49,,,sina_membership+tencent_equal_weight
2025-09-26,new_fdc,房地产,-0.2137,27678284200.0,79.5918,24,,,sina_membership+tencent_equal_weight
2025-09-26,new_fdsb,发电设备,-0.602,57193931900.0,91.8367,39,,,sina_membership+tencent_equal_weight
2025-09-26,new_fjzz,飞机制造,1.2651,8874098400.0,46.9388,4,,,sina_membership+tencent_equal_weight
2025-09-26,new_fzhy,纺织行业,0.9635,4822840200.0,28.5714,5,,,sina_membership+tencent_equal_weight
2025-09-26,new_fzjx,纺织机械,0.0506,1911767900.0,8.1633,16,,,sina_membership+tencent_equal_weight
2025-09-26,new_fzxl,服装鞋类,-0.3976,12135756800.0,59.1837,33,,,sina_membership+tencent_equal_weight
2025-09-26,new_glql,公路桥梁,0.4401,1236906300.0,2.0408,10,,,sina_membership+tencent_equal_weight
2025-09-26,new_gsgq,供水供气,-0.3837,5174960100.0,30.6122,31,,,sina_membership+tencent_equal_weight
2025-09-26,new_gthy,钢铁行业,0.0028,13338431200.0,63.2653,19,,,sina_membership+tencent_equal_weight
2025-09-26,new_hbhy,环保行业,0.012,7730631300.0,38.7755,18,,,sina_membership+tencent_equal_weight
2025-09-26,new_hghy,化工行业,-0.0722,28736574800.0,81.6327,21,,,sina_membership+tencent_equal_weight
2025-09-26,new_hqhy,化纤行业,2.2352,10001514100.0,48.9796,2,,,sina_membership+tencent_equal_weight
2025-09-26,new_jdhy,家电行业,-0.8412,14875793000.0,65.3061,41,,,sina_membership+tencent_equal_weight
2025-09-26,new_jdly,酒店旅游,-1.0848,8855792100.0,44.898,44,,,sina_membership+tencent_equal_weight
2025-09-26,new_jjhy,家具行业,-0.1203,1844216100.0,4.0816,22,,,sina_membership+tencent_equal_weight
2025-09-26,new_jrhy,金融行业,-0.0583,39595162400.0,85.7143,20,,,sina_membership+tencent_equal_weight
2025-09-26,new_jtys,交通运输,-0.2776,19045866800.0,75.5102,27,,,sina_membership+tencent_equal_weight
2025-09-26,new_jxhy,机械行业,-0.719,51010557900.0,89.7959,40,,,sina_membership+tencent_equal_weight
2025-09-26,new_jzjc,建筑建材,0.211,18988442000.0,73.4694,12,,,sina_membership+tencent_equal_weight
2025-09-26,new_kfq,开发区,-0.2442,11932132300.0,57.1429,26,,,sina_membership+tencent_equal_weight
2025-09-26,new_ljhy,酿酒行业,0.0173,16711307100.0,69.3878,17,,,sina_membership+tencent_equal_weight
2025-09-26,new_mtc,摩托车,-0.3073,2983260300.0,16.3265,28,,,sina_membership+tencent_equal_weight
2025-09-26,new_mthy,煤炭行业,-0.3469,11842965200.0,53.0612,30,,,sina_membership+tencent_equal_weight
2025-09-26,new_nlmy,农林牧渔,0.2476,10383091700.0,51.0204,11,,,sina_membership+tencent_equal_weight
2025-09-26,new_nyhf,农药化肥,1.2676,8567525600.0,42.8571,3,,,sina_membership+tencent_equal_weight
2025-09-26,new_qczz,汽车制造,-0.1224,69214695600.0,95.9184,23,,,sina_membership+tencent_equal_weight
2025-09-26,new_qtxy,其它行业,-0.3947,4537539500.0,24.4898,32,,,sina_membership+tencent_equal_weight
2025-09-26,new_slzp,塑料制品,-0.9799,8036760200.0,40.8163,43,,,sina_membership+tencent_equal_weight
2025-09-26,new_snhy,水泥行业,0.5019,3349783600.0,18.3673,8,,,sina_membership+tencent_equal_weight
2025-09-26,new_sphy,食品行业,0.1695,11914372800.0,55.102,13,,,sina_membership+tencent_equal_weight
2025-09-26,new_stock,次新股,3.4606,2887942600.0,14.2857,1,,,sina_membership+tencent_equal_weight
2025-09-26,new_swzz,生物制药,-0.5076,24069007500.0,77.551,37,,,sina_membership+tencent_equal_weight
2025-09-26,new_sybh,商业百货,-0.3434,15350190700.0,67.3469,29,,,sina_membership+tencent_equal_weight
2025-09-26,new_syhy,石油行业,0.7088,5195183600.0,32.6531,7,,,sina_membership+tencent_equal_weight
2025-09-26,new_tchy,陶瓷行业,-1.9665,1908224500.0,6.1224,48,,,sina_membership+tencent_equal_weight
2025-09-26,new_wzwm,物资外贸,-0.4493,2680590500.0,10.2041,34,,,sina_membership+tencent_equal_weight
2025-09-26,new_ylqx,医疗器械,-0.4794,4189909700.0,22.449,35,,,sina_membership+tencent_equal_weight
2025-09-26,new_yqyb,仪器仪表,-1.329,34841721200.0,83.6735,46,,,sina_membership+tencent_equal_weight
2025-09-26,new_ysbz,印刷包装,-0.5526,6367829100.0,34.6939,38,,,sina_membership+tencent_equal_weight
2025-09-26,new_ysjs,有色金属,0.0855,64875313000.0,93.8776,15,,,sina_membership+tencent_equal_weight
2025-09-26,new_zhhy,综合行业,0.1218,2773032400.0,12.2449,14,,,sina_membership+tencent_equal_weight
2025-09-26,new_zzhy,造纸行业,-0.4952,4696361700.0,26.5306,36,,,sina_membership+tencent_equal_weight
2025-09-29,new_blhy,玻璃行业,1.4509,6183995800.0,36.7347,8,,,sina_membership+tencent_equal_weight
2025-09-29,new_cbzz,船舶制造,0.1933,4282371000.0,20.4082,37,,,sina_membership+tencent_equal_weight
2025-09-29,new_cmyl,传媒娱乐,0.4085,11754382600.0,59.1837,32,,,sina_membership+tencent_equal_weight
2025-09-29,new_dlhy,电力行业,0.7336,19001836400.0,69.3878,24,,,sina_membership+tencent_equal_weight
2025-09-29,new_dqhy,电器行业,1.1136,49306532300.0,87.7551,15,,,sina_membership+tencent_equal_weight
2025-09-29,new_dzqj,电子器件,0.8357,116681216400.0,100.0,21,,,sina_membership+tencent_equal_weight
2025-09-29,new_dzxx,电子信息,0.8526,85078832500.0,95.9184,20,,,sina_membership+tencent_equal_weight
2025-09-29,new_fdc,房地产,1.645,29191934800.0,81.6327,5,,,sina_membership+tencent_equal_weight
2025-09-29,new_fdsb,发电设备,0.3379,51397879700.0,89.7959,34,,,sina_membership+tencent_equal_weight
2025-09-29,new_fjzz,飞机制造,0.7149,7408606900.0,38.7755,25,,,sina_membership+tencent_equal_weight
2025-09-29,new_fzhy,纺织行业,0.8348,4465521200.0,24.4898,22,,,sina_membership+tencent_equal_weight
2025-09-29,new_fzjx,纺织机械,0.8732,1767254300.0,4.0816,19,,,sina_membership+tencent_equal_weight
2025-09-29,new_fzxl,服装鞋类,0.1784,11040101500.0,55.102,39,,,sina_membership+tencent_equal_weight
2025-09-29,new_glql,公路桥梁,0.4823,1460259900.0,2.0408,29,,,sina_membership+tencent_equal_weight
2025-09-29,new_gsgq,供水供气,1.4668,5266518600.0,32.6531,7,,,sina_membership+tencent_equal_weight
2025-09-29,new_gthy,钢铁行业,1.7956,15083630100.0,65.3061,3,,,sina_membership+tencent_equal_weight
2025-09-29,new_hbhy,环保行业,0.7043,8540063000.0,40.8163,26,,,sina_membership+tencent_equal_weight
2025-09-29,new_hghy,化工行业,1.3331,28891725200.0,79.5918,11,,,sina_membership+tencent_equal_weight
2025-09-29,new_hqhy,化纤行业,-0.1652,8756575000.0,44.898,45,,,sina_membership+tencent_equal_weight
2025-09-29,new_jdhy,家电行业,0.0827,14135131600.0,63.2653,41,,,sina_membership+tencent_equal_weight
2025-09-29,new_jdly,酒店旅游,0.6459,8733007200.0,42.8571,27,,,sina_membership+tencent_equal_weight
2025-09-29,new_jjhy,家具行业,0.4793,1891645800.0,6.1224,30,,,sina_membership+tencent_equal_weight
2025-09-29,new_jrhy,金融行业,2.3858,97967807600.0,97.9592,2,,,sina_membership+tencent_equal_weight
2025-09-29,new_jtys,交通运输,0.2218,19369479600.0,71.4286,36,,,sina_membership+tencent_equal_weight
2025-09-29,new_jxhy,机械行业,1.1936,48631952900.0,85.7143,13,,,sina_membership+tencent_equal_weight
2025-09-29,new_jzjc,建筑建材,1.0521,20470049700.0,75.5102,16,,,sina_membership+tencent_equal_weight
2025-09-29,new_kfq,开发区,-0.4462,9180335400.0,48.9796,47,,,sina_membership+tencent_equal_weight
2025-09-29,new_ljhy,酿酒行业,1.0517,19384510900.0,73.4694,17,,,sina_membership+tencent_equal_weight
2025-09-29,new_mtc,摩托车,-1.0173,2847265000.0,14.2857,48,,,sina_membership+tencent_equal_weight
2025-09-29,new_mthy,煤炭行业,-0.434,12160178100.0,61.2245,46,,,sina_membership+tencent_equal_weight
2025-09-29,new_nlmy,农林牧渔,0.0103,11096778900.0,57.1429,43,,,sina_membership+tencent_equal_weight
2025-09-29,new_nyhf,农药化肥,1.2531,9075116400.0,46.9388,12,,,sina_membership+tencent_equal_weight
2025-09-29,new_qczz,汽车制造,0.8099,64177788600.0,91.8367,23,,,sina_membership+tencent_equal_weight
2025-09-29,new_qtxy,其它行业,0.4508,4823335700.0,28.5714,31,,,sina_membership+tencent_equal_weight
2025-09-29,new_slzp,塑料制品,1.5517,10598003700.0,51.0204,6,,,sina_membership+tencent_equal_weight
2025-09-29,new_snhy,水泥行业,1.3528,4178852700.0,18.3673,10,,,sina_membership+tencent_equal_weight
2025-09-29,new_sphy,食品行业,-0.0721,10703037000.0,53.0612,44,,,sina_membership+tencent_equal_weight
2025-09-29,new_stock,次新股,-1.7394,2164574200.0,10.2041,49,,,sina_membership+tencent_equal_weight
2025-09-29,new_swzz,生物制药,0.1565,22755693300.0,77.551,40,,,sina_membership+tencent_equal_weight
2025-09-29,new_sybh,商业百货,0.1853,15595720500.0,67.3469,38,,,sina_membership+tencent_equal_weight
2025-09-29,new_syhy,石油行业,0.6109,5716752900.0,34.6939,28,,,sina_membership+tencent_equal_weight
2025-09-29,new_tchy,陶瓷行业,1.6954,1979149500.0,8.1633,4,,,sina_membership+tencent_equal_weight
2025-09-29,new_wzwm,物资外贸,1.3624,3122861400.0,16.3265,9,,,sina_membership+tencent_equal_weight
2025-09-29,new_ylqx,医疗器械,0.283,4352195700.0,22.449,35,,,sina_membership+tencent_equal_weight
2025-09-29,new_yqyb,仪器仪表,0.8848,30567122700.0,83.6735,18,,,sina_membership+tencent_equal_weight
2025-09-29,new_ysbz,印刷包装,0.3451,4599314500.0,26.5306,33,,,sina_membership+tencent_equal_weight
2025-09-29,new_ysjs,有色金属,2.6616,76654223600.0,93.8776,1,,,sina_membership+tencent_equal_weight
2025-09-29,new_zhhy,综合行业,0.0628,2783452500.0,12.2449,42,,,sina_membership+tencent_equal_weight
2025-09-29,new_zzhy,造纸行业,1.1273,5022913300.0,30.6122,14,,,sina_membership+tencent_equal_weight
2025-09-30,new_blhy,玻璃行业,1.3802,6524474200.0,38.7755,4,,,sina_membership+tencent_equal_weight
2025-09-30,new_cbzz,船舶制造,0.9433,4523172100.0,24.4898,7,,,sina_membership+tencent_equal_weight
2025-09-30,new_cmyl,传媒娱乐,0.4106,11669866200.0,59.1837,18,,,sina_membership+tencent_equal_weight
