date,symbol,name,open,high,low,close,change_percent,volume,amount,source
2025-01-09,399006,创业板指,1994.81,2025.31,1994.7,2010.66,0.1105,174244808.0,287453523400.0,tencent
2025-01-09,899050,北证50,1033.44,1063.66,1028.72,1053.53,1.55,1008153053.0,17669000000.0,csindex
2025-01-10,000001,上证指数,3211.71,3220.11,3168.52,3168.52,-1.33,40366334800.0,465939000000.00006,csindex
2025-01-10,000300,沪深300,3778.89,3786.81,3732.48,3732.48,-1.25,13752317100.0,275354000000.0,csindex
2025-01-10,000688,科创50,962.22,980.75,950.59,950.59,-1.13,653186020.0,38011000000.0,csindex
2025-01-10,000852,中证1000,5662.77,5718.21,5544.92,5544.92,-2.25,19801487700.0,242989000000.0,csindex
2025-01-10,399001,深证成指,9957.83,10004.06,9795.94,9795.94,-1.8049,616360985.45,682335422600.0,tencent
2025-01-10,399006,创业板指,2006.55,2024.43,1975.3,1975.3,-1.7586,178384005.0,295340671100.0,tencent
2025-01-10,899050,北证50,1050.57,1068.38,1024.26,1024.26,-2.78,843012172.0,14847000000.0,csindex
2025-01-13,000001,上证指数,3148.83,3172.7,3140.98,3160.76,-0.25,37274202300.0,411774000000.0,csindex
2025-01-13,000300,沪深300,3704.44,3737.89,3704.11,3722.51,-0.27,13644619900.0,247862000000.0,csindex
2025-01-13,000688,科创50,938.38,955.08,936.78,952.19,0.17,518265363.0,29704000000.000004,csindex
2025-01-13,000852,中证1000,5487.12,5599.33,5457.51,5559.47,0.26,16930919000.0,201644000000.0,csindex
2025-01-13,399001,深证成指,9697.45,9866.36,9693.8,9796.18,0.0024,504800435.64,554603230700.0,tencent
2025-01-13,399006,创业板指,1953.89,1998.5,1953.82,1982.46,0.3625,152288463.0,245669166800.0,tencent
2025-01-13,899050,北证50,1008.23,1023.92,996.32,1000.22,-2.35,581169982.0,9962000000.0,csindex
2025-01-14,000001,上证指数,3165.16,3245.22,3159.43,3240.94,2.54,46921270400.0,538984000000.0,csindex
2025-01-14,000300,沪深300,3728.56,3826.64,3718.88,3820.54,2.63,17066465700.0,345461000000.0,csindex
2025-01-14,000688,科创50,958.49,984.03,946.63,981.78,3.11,717669791.0,40450000000.0,csindex
2025-01-14,000852,中证1000,5580.88,5814.71,5562.18,5811.05,4.53,23577286900.0,291062000000.0,csindex
2025-01-14,399001,深证成指,9822.35,10178.67,9788.76,10165.17,3.7667,690716454.95,811716723400.0,tencent
2025-01-14,399006,创业板指,1989.39,2076.96,1979.14,2075.76,4.7063,227021058.0,386165587100.0,tencent
2025-01-14,899050,北证50,1004.25,1107.94,1004.25,1107.94,10.77,1197271353.0,21520000000.0,csindex
2025-01-15,000001,上证指数,3234.72,3245.9,3222.24,3227.12,-0.43,40472319900.0,466216000000.0,csindex
2025-01-15,000300,沪深300,3810.04,3816.83,3790.17,3796.03,-0.64,14147552000.0,278851000000.0,csindex
2025-01-15,000688,科创50,976.13,988.86,970.82,977.66,-0.42,657254631.0,35651000000.0,csindex
2025-01-15,000852,中证1000,5805.9,5815.15,5755.62,5775.57,-0.61,20429032500.0,258109000000.0,csindex
2025-01-15,399001,深证成指,10139.78,10147.26,10038.3,10060.13,-1.0333,626573129.76,722613427000.0,tencent
2025-01-15,399006,创业板指,2064.48,2064.48,2032.57,2037.93,-1.8225,195449289.0,329023933400.0,tencent
2025-01-15,899050,北证50,1102.65,1139.94,1099.07,1104.86,-0.28,1274815869.0,23203000000.0,csindex
2025-01-16,000001,上证指数,3239.03,3265.28,3217.1,3236.03,0.28,43065553900.0,499055000000.0,csindex
2025-01-16,000300,沪深300,3812.19,3842.95,3776.29,3800.38,0.11,14450587100.0,305735000000.0,csindex
2025-01-16,000688,科创50,982.09,991.9,954.15,956.4,-2.18,747426043.0,47632000000.0,csindex
2025-01-16,000852,中证1000,5810.05,5906.47,5753.76,5801.31,0.45,21637323900.0,268025000000.0,csindex
2025-01-16,399001,深证成指,10110.42,10249.62,10011.17,10101.09,0.4072,679618813.55,774747271900.0,tencent
2025-01-16,399006,创业板指,2051.09,2084.23,2029.82,2051.35,0.6585,203899551.0,354789525100.0,tencent
2025-01-16,899050,北证50,1114.05,1153.83,1106.44,1127.35,2.04,1011683846.0,19330000000.0,csindex
2025-01-17,000001,上证指数,3226.76,3256.51,3219.77,3241.82,0.18,38359926000.0,456553000000.0,csindex
2025-01-17,000300,沪深300,3788.37,3831.64,3780.21,3812.34,0.31,12662196100.0,265437000000.0,csindex
2025-01-17,000688,科创50,949.84,977.81,947.84,965.9,0.99,664767047.0,39550000000.0,csindex
2025-01-17,000852,中证1000,5780.61,5885.42,5755.91,5841.57,0.69,19681796700.0,252875000000.0,csindex
2025-01-17,399001,深证成指,10059.99,10227.71,10059.16,10161.32,0.5963,576214409.08,678981034500.0,tencent
2025-01-17,399006,创业板指,2041.71,2083.2,2041.58,2067.27,0.7761,170885961.0,310265773400.0,tencent
2025-01-17,899050,北证50,1123.41,1141.06,1112.39,1122.94,-0.39,798005498.0,15690000000.0,csindex
2025-01-20,000001,上证指数,3256.15,3268.26,3238.12,3244.38,0.08,40333794800.0,469741000000.0,csindex
2025-01-20,000300,沪深300,3835.3,3858.67,3821.98,3829.68,0.45,13958127700.0,292175000000.0,csindex
2025-01-20,000688,科创50,969.84,978.22,962.4,968.27,0.25,565571926.0,32231000000.0,csindex
2025-01-20,000852,中证1000,5877.97,5925.07,5856.83,5879.15,0.64,19843078300.0,250732000000.00003,csindex
2025-01-20,399001,深证成指,10240.71,10333.16,10225.34,10256.4,0.9357,587735779.77,713186940000.0,tencent
2025-01-20,399006,创业板指,2090.14,2118.74,2090.07,2104.73,1.8121,177274295.0,323976747100.0,tencent
2025-01-20,899050,北证50,1139.64,1145.19,1118.36,1125.59,0.24,699656303.0,13541000000.0,csindex
2025-01-21,000001,上证指数,3256.83,3258.61,3229.07,3242.62,-0.05,38458371800.0,468263000000.0,csindex
2025-01-21,000300,沪深300,3850.36,3850.91,3817.12,3832.61,0.08,14121840600.0,285073000000.0,csindex
2025-01-21,000688,科创50,973.91,980.15,964.86,976.3,0.83,641570762.0,37580000000.0,csindex
2025-01-21,000852,中证1000,5911.4,5917.13,5834.96,5908.02,0.49,19912783400.0,273060000000.0,csindex
2025-01-21,399001,深证成指,10323.12,10325.69,10205.99,10305.69,0.4806,597396789.42,736974131800.0001,tencent
2025-01-21,399006,创业板指,2125.07,2125.07,2090.32,2112.39,0.3639,182508851.0,331501649800.0,tencent
2025-01-21,899050,北证50,1136.81,1138.2,1112.07,1119.88,-0.51,643952145.0,12443000000.0,csindex
2025-01-22,000001,上证指数,3235.49,3235.5,3203.38,3213.62,-0.89,36481751800.0,452313000000.0,csindex
2025-01-22,000300,沪深300,3823.94,3823.94,3783.14,3797.02,-0.93,13725506200.0,298746000000.0,csindex
2025-01-22,000688,科创50,972.21,980.41,967.67,975.34,-0.1,547772168.0,32119000000.0,csindex
2025-01-22,000852,中证1000,5879.84,5886.74,5824.03,5855.74,-0.88,18029676000.0,245948000000.0,csindex
2025-01-22,399001,深证成指,10263.04,10272.59,10162.0,10225.87,-0.7745,533432300.2,683542190400.0001,tencent
2025-01-22,399006,创业板指,2103.83,2110.9,2081.08,2101.03,-0.5378,165662666.0,321487930500.0,tencent
2025-01-22,899050,北证50,1114.86,1114.86,1072.63,1074.16,-4.08,635270127.0,12025000000.0,csindex
2025-01-23,000001,上证指数,3237.6,3273.52,3229.57,3230.16,0.51,45824680300.0,539801000000.0,csindex
2025-01-23,000300,沪深300,3829.05,3864.26,3801.85,3803.74,0.18,18056955100.0,345198000000.0,csindex
2025-01-23,000688,科创50,987.26,994.77,966.11,966.11,-0.95,662841822.0,36910000000.0,csindex
2025-01-23,000852,中证1000,5911.22,5991.85,5829.03,5829.03,-0.46,22285575300.0,296685000000.0,csindex
2025-01-23,399001,深证成指,10323.45,10411.47,10176.17,10176.17,-0.486,648078885.95,815483915300.0,tencent
2025-01-23,399006,创业板指,2125.3,2151.48,2093.31,2093.31,-0.3674,210268257.0,387834330100.0,tencent
2025-01-23,899050,北证50,1097.31,1116.92,1072.78,1072.78,-0.13,741896687.0,14340000000.0,csindex
2025-01-24,000001,上证指数,3222.88,3260.01,3221.71,3252.63,0.7,39865303300.0,480685000000.00006,csindex
2025-01-24,000300,沪深300,3793.85,3847.6,3793.48,3832.86,0.77,14897172200.0,296474000000.0,csindex
2025-01-24,000688,科创50,966.09,980.43,966.09,974.83,0.9,545581953.0,30204000000.000004,csindex
2025-01-24,000852,中证1000,5815.46,5943.11,5815.46,5938.13,1.87,20809044500.0,279148000000.0,csindex
2025-01-24,399001,深证成指,10141.41,10315.38,10141.41,10292.73,1.1454,589944330.15,741331577600.0,tencent
2025-01-24,399006,创业板指,2084.13,2131.55,2084.13,2121.84,1.3629,200051426.0,360783248500.0,tencent
2025-01-24,899050,北证50,1065.55,1082.67,1057.13,1079.22,0.6,637829403.0,11864000000.0,csindex
2025-01-27,000001,上证指数,3256.61,3274.39,3250.6,3250.6,-0.06,38746764200.0,450232000000.0,csindex
2025-01-27,000300,沪深300,3836.96,3852.0,3817.08,3817.08,-0.41,14667077200.0,282940000000.0,csindex
2025-01-27,000688,科创50,972.19,975.96,954.9,955.09,-2.03,534105584.0,32168000000.0,csindex
2025-01-27,000852,中证1000,5946.73,5964.15,5846.07,5846.07,-1.55,18864620000.0,253589000000.0,csindex
2025-01-27,399001,深证成指,10299.97,10329.61,10156.07,10156.07,-1.3277,532847417.81,667641130300.0,tencent
2025-01-27,399006,创业板指,2119.17,2123.15,2063.82,2063.82,-2.7344,177520122.0,324013509600.0,tencent
2025-01-27,899050,北证50,1092.05,1095.51,1058.03,1058.03,-1.96,518286873.0,9856000000.0,csindex
2025-02-05,000001,上证指数,3270.16,3271.02,3220.28,3229.49,-0.65,40638818100.0,521103000000.0,csindex
2025-02-05,000300,沪深300,3844.7,3844.7,3785.16,3795.08,-0.58,15716830800.0,346016000000.0,csindex
2025-02-05,000688,科创50,989.12,989.53,974.99,982.83,2.9,787830014.0,52804000000.0,csindex
2025-02-05,000852,中证1000,5900.51,5928.88,5851.6,5881.44,0.6,21200531000.0,286306000000.0,csindex
2025-02-05,399001,深证成指,10237.71,10241.37,10124.2,10164.22,0.0802,583267744.83,768449245800.0,tencent
2025-02-05,399006,创业板指,2082.99,2083.01,2054.37,2062.92,-0.0436,204368036.0,378666289300.0,tencent
2025-02-05,899050,北证50,1075.86,1079.73,1063.08,1070.38,1.17,586181933.0,10920000000.0,csindex
2025-02-06,000001,上证指数,3226.58,3271.43,3225.85,3270.66,1.27,46084273000.0,590422000000.0,csindex
2025-02-06,000300,沪深300,3789.61,3843.49,3788.32,3842.83,1.26,16728817600.0,371892000000.0,csindex
2025-02-06,000688,科创50,977.02,1012.88,975.37,1011.22,2.89,901897926.0,53651000000.0,csindex
2025-02-06,000852,中证1000,5869.71,6042.02,5853.75,6041.83,2.73,25599851100.0,361378000000.0,csindex
2025-02-06,399001,深证成指,10142.85,10393.63,10135.15,10393.63,2.257,710990134.31,944938901400.0,tencent
2025-02-06,399006,创业板指,2059.45,2120.79,2056.18,2120.75,2.8033,248973902.0,464949308900.0,tencent
2025-02-06,899050,北证50,1067.62,1129.32,1060.61,1129.32,5.51,1026820468.0,19649000000.0,csindex
2025-02-07,000001,上证指数,3269.23,3324.43,3262.51,3303.67,1.01,60055845100.0,757614000000.0,csindex
2025-02-07,000300,沪深300,3844.06,3919.35,3833.87,3892.7,1.3,22185770700.0,487382000000.0,csindex
2025-02-07,000688,科创50,1011.06,1035.17,1003.24,1018.8,0.75,1043693929.0,57550000000.0,csindex
2025-02-07,000852,中证1000,6046.36,6198.75,6042.26,6134.05,1.53,32395283500.0,447049000000.0,csindex
2025-02-07,399001,深证成指,10410.04,10666.74,10384.25,10576.0,1.7546,887206131.35,1202631199800.0,tencent
2025-02-07,399006,创业板指,2127.14,2200.1,2122.35,2174.35,2.5274,308397999.0,589808761200.0,tencent
2025-02-07,899050,北证50,1131.07,1217.73,1129.76,1185.31,4.96,1658721331.0,31970000000.0,csindex
2025-02-10,000001,上证指数,3308.04,3325.36,3299.24,3322.17,0.56,54658974900.0,677038000000.0,csindex
2025-02-10,000300,沪深300,3898.1,3906.37,3878.83,3901.06,0.21,18890304000.0,384968000000.0,csindex
2025-02-10,000688,科创50,1023.02,1038.02,1018.37,1036.77,1.76,821804821.0,48807000000.0,csindex
2025-02-10,000852,中证1000,6155.05,6218.07,6126.08,6210.55,1.25,29782593200.0,407767000000.0,csindex
2025-02-10,399001,深证成指,10608.61,10645.96,10532.12,10631.25,0.5224,816427978.71,1053785768800.0,tencent
2025-02-10,399006,创业板指,2183.78,2188.13,2156.76,2183.88,0.4383,279950659.0,512227306800.0,tencent
2025-02-10,899050,北证50,1194.21,1225.42,1182.7,1225.42,3.38,1456304934.0,29042000000.0,csindex
2025-02-11,000001,上证指数,3323.67,3324.17,3304.44,3318.06,-0.12,51194354100.0,632167000000.0,csindex
2025-02-11,000300,沪深300,3905.16,3905.16,3872.91,3883.14,-0.46,16657490900.0,337866000000.0,csindex
2025-02-11,000688,科创50,1034.95,1038.6,1018.39,1024.41,-1.19,722229778.0,40695000000.0,csindex
2025-02-11,000852,中证1000,6209.52,6220.96,6135.87,6190.17,-0.33,28827157600.0,393173000000.0,csindex
2025-02-11,399001,深证成指,10640.84,10640.84,10524.01,10557.62,-0.6926,770227173.37,1003780990800.0,tencent
2025-02-11,399006,创业板指,2182.91,2182.91,2150.47,2152.73,-1.4264,266477049.0,487815482400.0,tencent
2025-02-11,899050,北证50,1236.42,1292.74,1223.08,1250.43,2.04,1955270709.0,42280000000.0,csindex
2025-02-12,000001,上证指数,3312.26,3346.39,3310.39,3346.39,0.85,51343782800.0,647388000000.0,csindex
2025-02-12,000300,沪深300,3875.96,3920.72,3867.35,3919.86,0.95,16422854000.0,354831000000.0,csindex
2025-02-12,000688,科创50,1026.87,1042.13,1021.57,1041.14,1.63,817007254.0,47569000000.0,csindex
2025-02-12,000852,中证1000,6172.39,6284.92,6171.06,6284.61,1.53,28134276500.0,392322000000.0,csindex
2025-02-12,399001,深证成指,10529.41,10709.27,10513.23,10708.88,1.4327,762335904.57,1029827484500.0,tencent
2025-02-12,399006,创业板指,2144.73,2194.1,2142.05,2191.76,1.813,258849275.0,494031078900.0,tencent
2025-02-12,899050,北证50,1237.73,1265.27,1223.64,1265.07,1.17,1611944749.0,35045000000.0,csindex
2025-02-13,000001,上证指数,3343.23,3359.18,3332.48,3332.48,-0.42,56863116100.0,705800000000.0,csindex
2025-02-13,000300,沪深300,3913.9,3939.2,3904.98,3905.14,-0.38,17248587400.0,376473000000.0,csindex
2025-02-13,000688,科创50,1040.42,1041.98,1016.23,1017.09,-2.31,706633808.0,42190000000.0,csindex
2025-02-13,000852,中证1000,6290.79,6290.79,6202.59,6212.5,-1.15,31298493500.0,437900000000.0,csindex
2025-02-13,399001,深证成指,10691.46,10739.51,10621.09,10626.62,-0.7681,839330516.36,1113993618400.0,tencent
2025-02-13,399006,创业板指,2186.14,2203.64,2175.42,2176.16,-0.7118,284591869.0,518915994600.0,tencent
2025-02-13,899050,北证50,1262.18,1284.45,1240.24,1242.86,-1.75,1567587049.0,34454000000.0,csindex
2025-02-14,000001,上证指数,3328.48,3349.08,3322.53,3346.72,0.43,53233296500.0,667555000000.0,csindex
2025-02-14,000300,沪深300,3900.83,3942.04,3900.83,3939.01,0.87,17297645200.0,360974000000.0,csindex
2025-02-14,000688,科创50,1012.61,1024.96,1008.28,1022.46,0.53,730172173.0,42956000000.0,csindex
2025-02-14,000852,中证1000,6203.48,6257.31,6182.26,6248.83,0.58,29800584900.0,411860000000.00006,csindex
2025-02-14,399001,深证成指,10616.02,10760.86,10616.02,10749.46,1.156,786380097.26,1047448093600.0,tencent
2025-02-14,399006,创业板指,2176.32,2223.39,2176.21,2215.3,1.7986,286996251.0,515645994600.0,tencent
2025-02-14,899050,北证50,1230.31,1254.21,1220.42,1230.86,-0.97,1339912155.0,30202000000.0,csindex
2025-02-17,000001,上证指数,3355.42,3357.12,3333.19,3355.83,0.27,58954656900.0,750113000000.0,csindex
2025-02-17,000300,沪深300,3954.41,3955.9,3921.7,3947.4,0.21,21358824600.0,430930000000.0,csindex
2025-02-17,000688,科创50,1030.86,1039.75,1026.89,1037.31,1.45,796916174.0,47156000000.0,csindex
2025-02-17,000852,中证1000,6285.04,6308.48,6231.87,6281.57,0.52,32373433700.0,458304000000.0,csindex
2025-02-17,399001,深证成指,10820.96,10829.82,10711.43,10791.06,0.387,867059291.3,1191361330300.0,tencent
2025-02-17,399006,创业板指,2243.66,2245.37,2208.77,2226.62,0.511,326355461.0,594941327600.0,tencent
2025-02-17,899050,北证50,1236.88,1259.0,1224.75,1252.52,1.76,1362349921.0,30742000000.0,csindex
2025-02-18,000001,上证指数,3348.98,3366.01,3314.3,3324.49,-0.93,56267924000.0,696799000000.0,csindex
2025-02-18,000300,沪深300,3942.58,3965.42,3901.87,3912.78,-0.88,20942510100.0,400186000000.0,csindex
2025-02-18,000688,科创50,1034.63,1036.5,1006.94,1011.17,-2.52,783746491.0,42257000000.0,csindex
2025-02-18,000852,中证1000,6264.28,6282.4,6112.59,6142.14,-2.22,30015933000.0,417068999999.99994,csindex
2025-02-18,399001,深证成指,10781.2,10817.65,10577.08,10617.26,-1.6106,842171203.44,1102311658900.0,tencent
2025-02-18,399006,创业板指,2223.48,2231.28,2173.54,2182.57,-1.9783,294210590.0,532993913400.00006,tencent
2025-02-18,899050,北证50,1247.37,1272.94,1223.79,1224.18,-2.26,1294672718.0,27480000000.0,csindex
2025-02-19,000001,上证指数,3320.78,3352.09,3320.58,3351.54,0.81,50291296500.0,675146000000.0,csindex
2025-02-19,000300,沪深300,3906.22,3943.67,3904.15,3940.16,0.7,18282951700.0,363680000000.0,csindex
2025-02-19,000688,科创50,1010.67,1035.06,1010.37,1034.57,2.31,960904689.0,47971000000.0,csindex
2025-02-19,000852,中证1000,6134.99,6290.01,6133.94,6288.53,2.38,27292011400.0,405140000000.0,csindex
2025-02-19,399001,深证成指,10592.03,10774.02,10588.49,10772.65,1.4636,750496631.1,1045873251700.0,tencent
2025-02-19,399006,创业板指,2174.96,2228.48,2174.01,2226.98,2.0348,260631356.0,507339425600.0,tencent
2025-02-19,899050,北证50,1220.56,1289.84,1216.32,1289.84,5.36,1235308910.0,28435000000.000004,csindex
2025-02-20,000001,上证指数,3347.59,3355.56,3338.03,3350.78,-0.02,50435711400.0,670099000000.0,csindex
2025-02-20,000300,沪深300,3934.65,3940.68,3916.18,3928.9,-0.29,16389523600.0,325972000000.0,csindex
2025-02-20,000688,科创50,1034.79,1041.62,1025.92,1033.09,-0.14,831691895.0,41104000000.0,csindex
2025-02-20,000852,中证1000,6289.13,6349.47,6274.03,6334.41,0.73,28811019800.0,424705000000.0,csindex
2025-02-20,399001,深证成指,10765.95,10826.38,10726.53,10794.54,0.2032,782577652.28,1086489113000.0,tencent
2025-02-20,399006,创业板指,2222.37,2233.98,2204.64,2225.58,-0.0629,280378857.0,537322155800.0,tencent
2025-02-20,899050,北证50,1286.43,1339.63,1280.14,1309.04,1.49,1518633425.0,35121000000.0,csindex
2025-02-21,000001,上证指数,3356.69,3381.06,3339.03,3379.11,0.85,60819020600.0,855657000000.0,csindex
2025-02-21,000300,沪深300,3938.05,3981.05,3927.79,3978.44,1.26,22740033000.0,504645000000.0,csindex
2025-02-21,000688,科创50,1042.4,1098.6,1038.85,1094.77,5.97,1263189168.0,81244000000.0,csindex
2025-02-21,000852,中证1000,6347.67,6456.92,6317.09,6449.23,1.81,32726377100.0,503581000000.00006,csindex
2025-02-21,399001,深证成指,10821.81,11003.95,10806.51,10991.37,1.8234,907018646.75,1336950359500.0,tencent
2025-02-21,399006,创业板指,2228.92,2284.04,2228.92,2281.51,2.5131,333039973.0,669308764700.0,tencent
2025-02-21,899050,北证50,1305.85,1352.45,1293.91,1345.29,2.77,1624930102.0,39018000000.0,csindex
2025-02-24,000001,上证指数,3374.08,3384.81,3355.87,3373.03,-0.18,59818820300.0,802847000000.0,csindex
2025-02-24,000300,沪深300,3972.48,3995.95,3949.23,3969.72,-0.22,22081061800.0,455089000000.00006,csindex
2025-02-24,000688,科创50,1093.03,1110.06,1084.57,1100.05,0.48,1007704669.0,61614000000.0,csindex
2025-02-24,000852,中证1000,6454.56,6504.4,6411.77,6464.02,0.23,31846116100.0,492114000000.00006,csindex
2025-02-24,399001,深证成指,10995.26,11045.96,10909.37,10983.04,-0.0758,882712324.87,1277635672400.0,tencent
2025-02-24,399006,创业板指,2277.15,2283.79,2245.61,2266.24,-0.6693,314290011.0,619405605800.0,tencent
2025-02-24,899050,北证50,1340.22,1382.76,1324.21,1347.09,0.13,1587714131.0,35459000000.0,csindex
2025-02-25,000001,上证指数,3345.65,3369.56,3337.84,3346.04,-0.8,52757856200.0,727510000000.0,csindex
2025-02-25,000300,沪深300,3933.64,3955.43,3915.65,3925.65,-1.11,17810858000.0,377981000000.0,csindex
2025-02-25,000688,科创50,1083.94,1119.3,1079.49,1102.9,0.26,992674442.0,61859000000.0,csindex
2025-02-25,000852,中证1000,6369.28,6503.01,6359.84,6435.43,-0.44,29536637200.0,464347999999.99994,csindex
2025-02-25,399001,深证成指,10835.91,10964.67,10815.34,10854.5,-1.1703,812790464.27,1169252233300.0,tencent
2025-02-25,399006,创业板指,2227.29,2265.91,2224.46,2240.59,-1.1318,292711324.0,561872269800.0,tencent
2025-02-25,899050,北证50,1311.57,1352.31,1300.22,1328.23,-1.4,1325670728.0,29085000000.000004,csindex
2025-02-26,000001,上证指数,3351.21,3380.21,3351.21,3380.21,1.02,55399203100.0,747887000000.0,csindex
2025-02-26,000300,沪深300,3931.84,3960.33,3925.37,3959.94,0.87,19106250100.0,386458000000.0,csindex
2025-02-26,000688,科创50,1108.58,1129.63,1093.27,1126.82,2.17,1177727772.0,65708000000.00001,csindex
2025-02-26,000852,中证1000,6451.4,6527.85,6423.6,6524.41,1.38,30317641300.0,463991000000.0,csindex
2025-02-26,399001,深证成指,10870.73,10955.65,10831.11,10955.65,0.9319,842153823.07,1190457443500.0,tencent
2025-02-26,399006,创业板指,2246.95,2268.57,2232.31,2268.22,1.2332,297225033.0,586936953700.0,tencent
2025-02-26,899050,北证50,1332.0,1370.28,1327.32,1352.84,1.85,1367092347.0,31661000000.0,csindex
2025-02-27,000001,上证指数,3378.45,3388.78,3353.57,3388.06,0.23,57581502000.0,774060000000.0,csindex
2025-02-27,000300,沪深300,3961.06,3973.93,3933.46,3968.12,0.21,20288796300.0,428272999999.99994,csindex
2025-02-27,000688,科创50,1127.25,1140.37,1101.52,1126.29,-0.05,1059824213.0,63917999999.99999,csindex
2025-02-27,000852,中证1000,6526.81,6550.1,6395.91,6499.53,-0.38,31196410100.0,475356000000.00006,csindex
2025-02-27,399001,深证成指,10969.92,10999.48,10792.08,10927.51,-0.2569,894751208.99,1230525017900.0,tencent
2025-02-27,399006,创业板指,2268.5,2279.39,2225.53,2256.51,-0.5163,307273306.0,596467082600.0,tencent
2025-02-27,899050,北证50,1358.8,1380.0,1342.81,1366.06,0.98,1693591673.0,37649000000.0,csindex
2025-02-28,000001,上证指数,3374.66,3383.19,3318.72,3320.9,-1.98,56831950400.0,758055000000.0,csindex
2025-02-28,000300,沪深300,3950.19,3972.48,3886.4,3890.05,-1.97,19810414700.0,420308000000.0,csindex
2025-02-28,000688,科创50,1118.52,1123.56,1076.01,1078.8,-4.22,1100278172.0,65404000000.0,csindex
2025-02-28,000852,中证1000,6460.9,6468.8,6252.01,6270.42,-3.53,29555967500.0,433909000000.0,csindex
2025-02-28,399001,深证成指,10861.82,10883.83,10583.71,10611.24,-2.8943,825580118.13,1108968938000.0,tencent
2025-02-28,399006,创业板指,2238.34,2240.78,2163.69,2170.39,-3.8165,281464504.0,530902059000.0,tencent
2025-02-28,899050,北证50,1363.39,1372.32,1303.88,1306.98,-4.32,1712596838.0,38852000000.0,csindex
2025-03-03,000001,上证指数,3328.4,3349.02,3304.59,3316.93,-0.12,50241786200.0,643981000000.0,csindex
2025-03-03,000300,沪深300,3899.7,3930.0,3872.59,3888.47,-0.04,17762316600.0,356058000000.0,csindex
2025-03-03,000688,科创50,1079.64,1087.72,1055.77,1062.35,-1.52,896283915.0,52510000000.0,csindex
2025-03-03,000852,中证1000,6291.05,6382.05,6240.57,6273.67,0.05,26694541200.0,388840000000.0,csindex
2025-03-03,399001,深证成指,10642.18,10803.67,10586.2,10649.59,0.3614,725068982.39,980695622300.0,tencent
2025-03-03,399006,创业板指,2176.82,2232.2,2161.36,2196.52,1.2039,247920944.0,472696215200.00006,tencent
2025-03-03,899050,北证50,1316.48,1349.65,1299.27,1336.7,2.27,1789406291.0,39828000000.0,csindex
2025-03-04,000001,上证指数,3300.5,3327.82,3297.53,3324.21,0.22,42999611100.0,568728000000.0,csindex
2025-03-04,000300,沪深300,3865.99,3890.42,3855.73,3885.22,-0.08,14985096700.0,297739000000.0,csindex
2025-03-04,000688,科创50,1052.47,1088.53,1050.25,1080.66,1.72,810914621.0,48022000000.0,csindex
2025-03-04,000852,中证1000,6218.83,6364.12,6217.81,6357.63,1.34,22954848600.0,347695000000.0,csindex
2025-03-04,399001,深证成指,10558.75,10688.53,10540.42,10679.44,0.2803,635011280.3,866849634200.0,tencent
2025-03-04,399006,创业板指,2170.99,2193.53,2161.06,2190.08,-0.2932,225876166.0,427875703600.0,tencent
2025-03-04,899050,北证50,1320.4,1379.97,1314.62,1379.97,3.24,2010681199.0,44548000000.0,csindex
2025-03-05,000001,上证指数,3324.7,3342.71,3314.15,3341.96,0.53,46095269600.0,587768000000.0,csindex
2025-03-05,000300,沪深300,3887.8,3906.42,3877.02,3902.57,0.45,15865275100.0,290860000000.0,csindex
2025-03-05,000688,科创50,1081.1,1090.47,1072.06,1083.82,0.29,715338429.0,41475000000.0,csindex
2025-03-05,000852,中证1000,6365.43,6401.83,6318.29,6398.24,0.64,23896184700.0,359567000000.0,csindex
2025-03-05,399001,深证成指,10686.47,10718.69,10626.71,10709.46,0.2811,668283361.04,906047047000.0,tencent
2025-03-05,399006,创业板指,2190.58,2200.87,2173.9,2190.36,0.0128,233260677.0,442270535200.00006,tencent
2025-03-05,899050,北证50,1375.33,1423.39,1372.32,1418.9,2.82,2274673198.0,52086000000.0,csindex
2025-03-06,000001,上证指数,3353.57,3387.05,3348.68,3381.1,1.17,53999270900.0,736438000000.0,csindex
2025-03-06,000300,沪深300,3923.38,3964.49,3917.08,3956.24,1.38,19396091500.0,397419000000.0,csindex
2025-03-06,000688,科创50,1100.44,1125.64,1099.72,1121.58,3.48,956305494.0,62325000000.0,csindex
2025-03-06,000852,中证1000,6438.16,6548.85,6435.54,6534.97,2.14,30055477000.0,464780000000.0,csindex
2025-03-06,399001,深证成指,10774.08,10924.22,10759.4,10898.75,1.7675,820551026.81,1170018723500.0,tencent
2025-03-06,399006,创业板指,2204.25,2243.28,2202.01,2234.69,2.0239,306910775.0,592297157900.0,tencent
2025-03-06,899050,北证50,1432.0,1438.11,1392.49,1398.16,-1.46,2043305975.0,47064000000.0,csindex
2025-03-07,000001,上证指数,3373.18,3390.94,3363.93,3372.55,-0.25,51766355100.0,687879000000.0,csindex
2025-03-07,000300,沪深300,3944.91,3967.07,3935.05,3944.01,-0.31,16673237500.0,340627000000.0,csindex
2025-03-07,000688,科创50,1113.84,1120.98,1102.61,1107.62,-1.24,807235865.0,45982000000.0,csindex
2025-03-07,000852,中证1000,6512.73,6577.95,6465.26,6507.76,-0.42,30888880700.0,463227000000.00006,csindex
2025-03-07,399001,深证成指,10858.78,10931.95,10798.19,10843.73,-0.5048,820368124.47,1130360435700.0,tencent
